60,20,3,0.001,0.0647052818831982,0.0954561916707582,0.069814758038938,0.5156203776124992,0.13231258299665688,0.19076863615795225,0.5269613248339082,0.1328802648990388,0.1939005651479297
60,20,6,0.001,0.045246360368956115,0.09276298576753339,0.06487075272755047,0.3538109824891408,0.1228674420513261,0.1464195724783442,0.36157316347057866,0.12338751042287449,0.14853030402502293
60,20,9,0.001,0.03675253270203995,0.09153592915424819,0.0627255600358996,0.2840692866387781,0.11781463039198459,0.1275500819567056,0.29027888569978255,0.11829445198753019,0.1292226834025345
60,20,12,0.001,0.0317280703739549,0.09079449311389692,0.0614604817071609,0.2432294181960116,0.11449410581924224,0.11659075858034113,0.248528434607004,0.11494189369021612,0.118008505888261
60,25,3,0.001,0.06884341617800234,0.09600887655100654,0.0708711632933999,0.5502371414305341,0.13401303838257783,0.20033652126588014,0.5623387148002302,0.13458547910883345,0.20368683440562224
60,25,6,0.001,0.04811374663570132,0.09316995901343256,0.06559675253256367,0.37750951418435486,0.12443118932550051,0.15286981248661596,0.3857981044947743,0.12496162665340688,0.15512991307810098
60,25,9,0.001,0.03907112450329207,0.09187412543856999,0.06331033076511604,0.30302892188590846,0.11926029609953631,0.1326618407866516,0.3096610107667539,0.11975268289495794,0.13445326323811901
60,25,12,0.001,0.03372398453875857,0.0910904353504206,0.06196266693819437,0.25940899166373976,0.11584504784381222,0.12092366362268173,0.2650687960344112,0.11630640062581538,0.12244217021566484
60,30,3,0.001,0.06708045215909668,0.09577424599555295,0.0704208970568199,0.5354840181972496,0.13330000123569258,0.19625592071753917,0.5472616445852992,0.13387058756481068,0.19951318201803725
60,30,6,0.001,0.04689244914188349,0.09299705845398692,0.0652874194540169,0.36740756993841894,0.12377331170414096,0.15011810177709095,0.37547185296060515,0.12429950706699266,0.15231451092321832
60,30,9,0.001,0.03808369819555517,0.09173039803094823,0.06306121719473307,0.29494655804159997,0.11865102412284528,0.13048098131022434,0.3013985714764697,0.11913821778894729,0.1322217187404174
